packet_rate,bandwidth_util,rtt_variance,latency
966.075263475639,51.741431238334094,5.496714153011233,66.28278935690025
986.2251706104513,51.45662193640371,4.861735698828816,69.90135754338417
973.1311969629929,45.397408558375446,5.6476885381006925,70.52156326318604
1010.0211835935747,53.017932389804066,6.523029856408026,80.50379413421302
1065.8591265210816,42.70960091654377,4.765846625276664,77.32448787228124
968.9478607579513,46.9290950388817,4.765863043050819,75.84591053756034
1059.0405746341278,40.24457917622435,6.5792128155073915,68.56490271957209
971.415302225779,58.07315143829282,5.7674347291529084,78.14118991113955
969.616638791094,49.162270876218535,4.530525614065048,73.41639738557409
1054.4265238965545,61.19443673216384,5.542560043585965,81.45983330895244
1061.092067956615,54.4147629624632,4.536582307187538,76.15591132539751
1059.0638270157745,52.68049956803146,4.5342702464297435,67.97635019391934
952.2011284732685,47.54886344089647,5.241962271566035,67.53870807734748
996.1906688231034,45.28824322449843,3.086719755342202,66.72667525369933
1062.134378867519,53.174840682665334,3.2750821674869672,58.91414387893116
1024.5582481086158,50.242399936682226,4.437712470759028,77.69101147208077
970.2921584434628,43.94360317512798,3.9871688796655764,62.48858701720904
1048.3877428438514,43.09564487919004,5.314247332595274,76.57826262798828
991.2258911500509,45.92639780489989,4.091975924478789,73.9662485967631
1118.186230441481,59.86472918559428,3.5876962986647083,76.75301658339426
1107.1950834244903,61.86625621778573,6.465648768921554,91.01106894373348
1061.6501549295785,51.864782732634424,4.774223699513464,80.42982858856038
1100.9871058708097,51.624517985638136,5.067528204687924,76.42225016543792
1037.667001576753,49.23816563370711,3.575251813786543,70.41412840000322
1074.1891113713762,46.28730055992556,4.455617275474817,79.02483098666173
1111.2921558911128,57.87557855845183,5.110922589709866,82.54554677350622
1051.1690443504704,60.40751720931221,3.8490064225776974,84.14863817866161
1027.6217482745565,46.61248762066962,5.3756980183456715,62.6652044407536
956.635995803428,50.705334648588,4.399361310081195,73.77653534562228
1039.1953574036938,48.9101340490047,4.708306250206723,66.76854123814282
1086.007048879993,49.098204551286805,4.398293387770603,74.93688749135065
1093.6002958732493,57.1688707772594,6.852278184508938,87.730098716842
1073.0184544289518,44.71944638946991,4.986502775262066,82.48879856258364
1022.215627801508,53.65152206913417,3.9422890710441,70.46381809049952
951.9186532503933,55.00027837138589,5.822544912103189,75.55507804839729
1027.4768567012043,50.688240749814426,3.7791563500289778,72.97430567361157
1038.4969417536167,55.904238938620374,5.208863595004756,74.2671299870826
1039.5429675312412,52.21705643548817,3.040329876120224,77.87284596455564
1087.591084315556,57.60433835132571,3.6718139511015693,77.547146037349
1157.4195207312512,43.94754765769201,5.1968612358691235,76.12567183208951
1065.783140306216,49.85457707852138,5.738466579995411,80.82075013924663
1050.2395803280126,51.27926047544464,5.17136828118997,76.62860082478547
1049.5830415008163,38.31715551887372,4.88435171761176,65.83124638379738
1070.2297689487796,46.28828831075817,4.698896304410711,73.63143095168377
1024.0606404583161,47.68990837069701,3.5214780096325726,67.08821621621304
1072.948417078155,56.53878024742504,4.280155791605291,78.82857449406863
1090.9405928290748,48.303371980115514,4.539361229040212,80.03390890872866
1080.3440557249544,47.787024861716176,6.057122226218915,71.73974653643336
1094.1948789406893,56.004672276905715,5.343618289568461,72.91161528919311
1094.4614091046149,43.86750604954822,3.236959844637266,70.5431505757393
985.6336212107551,41.640647016353974,5.3240839693947954,67.34216578746214
1107.524533850023,50.22870593923396,4.6149177195836835,76.65340545784466
1043.5809618541389,44.83792553690117,4.323077999694041,73.53875560796996
1023.7884955197715,45.06784653421078,5.611676288840868,63.514614610539866
1024.8046469097187,55.02318712950257,6.030999522495951,83.51893268623027
1103.1491023816102,56.5756538983843,5.931280119116199,76.3650267202805
1071.7860218485334,56.179863540947984,4.160782476777362,77.73547740817594
1000.2570020827771,57.8191745721339,4.690787624148785,74.9993908988279
1109.695895810456,58.520702576599575,5.331263431403564,79.35701099339455
1015.2500170050045,41.711810376345625,5.975545127122359,81.58178548060756
1095.655728772699,54.64654224315569,4.52082576215471,79.87437482531953
